Query_nr,doc_nr
1098608,349751
1098608,96136
1098608,290091
1098608,41490
1098608,101888
1098608,268784
1098608,457026
305361,1231
305361,255429
305361,172589
305361,463805
305361,300277
305361,121180
305361,71680
305361,110770
305361,468573
305361,463108
61882,40854
61882,352991
61882,273167
61882,422639
61882,213419
61882,238903
61882,420416
61882,316162
61882,432555
61882,309189
338713,79380
338713,438415
338713,253542
338713,461228
338713,430104
338713,222626
338713,426912
338713,244878
338713,444072
338713,53717
1098600,213384
1098600,50441
1098600,158534
1098600,75616
1098600,83274
1098600,174855
1098600,72904
1098600,324600
1098600,81129
1098600,157467
102506,472125
102506,314562
102506,313114
102506,231716
102506,450837
102506,315174
102506,204641
102506,460951
102506,71463
102506,417882
128113,352665
128113,125647
128113,414465
128113,121660
128113,184665
128113,365107
128113,250737
128113,14232
128113,311145
128113,126414
44072,458562
44072,501341
44072,436105
44072,470691
44072,234856
44072,203527
44072,467646
44072,267642
44072,200531
44072,274763
128200,241209
128200,317266
128200,463987
128200,223866
128200,69624
128200,93825
128200,473301
128200,332695
128200,260515
128200,456937
334433,92607
334433,328746
334433,418103
334433,289540
334433,309687
334433,72797
334433,401003
334433,331959
334433,149061
334433,247322
329901,50114
329901,386411
329901,244379
329901,2829
329901,53177
329901,484724
329901,174538
329901,272238
329901,381004
329901,151418
153027,481731
153027,225379
153027,204247
153027,241929
153027,393659
153027,166363
153027,326899
153027,388921
153027,295858
153027,312935
90941,464717
90941,342872
90941,216646
90941,147264
90941,393290
90941,491594
90941,321832
90941,204858
90941,484296
90941,283867
197964,98354
197964,352609
197964,390620
197964,225466
197964,461660
197964,89649
197964,339904
197964,23317
197964,409683
197964,138311
49802,455358
49802,109236
49802,185806
49802,235297
49802,31271
49802,292106
49802,103747
49802,286993
49802,181206
49802,120547
184452,104881
184452,381952
184452,318475
184452,335537
184452,139967
184452,483784
184452,249638
184452,100058
184452,208311
184452,342885
229325,194075
229325,470955
229325,222217
229325,340007
229325,105842
229325,74631
229325,335488
229325,266198
229325,204781
229325,66772
231292,55512
231292,330468
231292,360758
231292,99302
231292,106931
231292,168571
231292,435418
231292,269649
231292,461927
231292,296728
273481,386939
273481,70256
273481,422301
273481,290871
273481,377183
273481,406777
273481,477696
273481,143690
273481,321037
273481,408387
30188,492792
30188,496621
30188,474628
30188,140811
30188,316936
30188,481854
30188,295369
30188,364221
30188,374379
30188,102119
244808,80152
244808,159693
244808,148138
244808,403971
244808,125072
244808,382502
244808,147624
244808,341097
244808,282827
244808,410197
101451,345687
101451,154344
101451,385447
101451,276341
101451,154051
101451,132669
101451,385033
101451,480683
101451,378441
101451,233188
191971,315962
191971,483087
191971,123498
191971,188983
191971,89061
191971,250845
191971,321978
191971,423901
191971,170265
191971,496096
108622,240286
108622,308252
108622,158839
108622,454405
108622,3585
108622,483341
108622,77806
108622,244868
108622,240544
108622,300277
150087,327670
150087,58701
150087,17302
150087,481109
150087,52944
150087,381242
150087,65306
150087,387299
150087,297314
150087,451661
182393,39653
182393,484407
182393,133222
182393,273151
182393,303066
182393,8022
182393,481198
182393,308512
182393,493328
182393,303670
181222,59392
181222,116111
181222,458331
181222,459283
181222,146307
181222,290487
181222,434245
181222,150145
181222,22921
181222,260788
144491,74105
144491,28450
144491,330066
144491,322360
144491,82136
144491,414446
144491,251125
144491,19227
144491,443976
144491,471271
258485,277856
258485,103444
258485,411478
258485,2919
258485,242021
258485,290785
258485,52337
258485,215606
258485,460604
258485,386966
292094,156994
292094,206016
292094,257245
292094,123320
292094,54740
292094,190236
292094,187327
292094,138311
292094,68547
292094,228825
1098523,181825
1098523,416853
1098523,299906
1098523,47037
1098523,383652
1098523,104241
1098523,262180
1098523,302534
1098523,391547
1098523,45753
277632,296798
277632,113181
277632,93435
277632,296006
277632,210486
277632,319208
277632,118631
277632,454420
277632,449294
277632,407879
1098520,367334
1098520,220863
1098520,369402
1098520,252219
1098520,198447
1098520,44165
1098520,409154
1098520,173784
1098520,244931
1098520,325560
97295,447105
97295,15927
97295,211875
97295,156412
97295,4992
97295,288245
97295,73454
97295,62895
97295,126327
97295,190960
188908,32181
188908,95371
188908,266869
188908,204169
188908,501220
188908,58672
188908,332897
188908,209493
188908,335618
188908,443832
1098510,146134
1098510,150825
1098510,391140
1098510,114734
1098510,47608
1098510,265730
1098510,339323
1098510,228729
1098510,54791
1098510,85134
107812,46289
107812,298373
107812,479851
107812,206442
107812,145790
107812,428642
107812,430317
107812,239758
107812,381326
107812,75557
310853,487572
310853,103509
310853,67479
310853,472133
310853,149568
310853,420195
310853,227973
310853,250100
310853,401440
310853,433450
208339,1137
208339,159633
208339,335325
208339,64941
208339,45038
208339,392292
208339,327488
208339,419550
208339,228011
208339,11612
1098497,47296
1098497,116976
1098497,321630
1098497,187785
1098497,92918
1098497,102247
1098497,101032
1098497,30497
1098497,304483
1098497,426985
149790,308607
149790,309323
149790,468605
149790,96543
149790,399672
149790,53264
149790,369175
149790,469529
149790,178864
149790,301186
132263,107845
132263,477686
132263,68999
132263,36286
132263,2578
132263,463711
132263,485051
132263,198695
132263,289586
132263,497725
106508,114950
106508,188762
106508,232230
106508,94551
106508,37034
106508,326114
106508,337596
106508,236825
106508,398720
106508,470462
314907,466345
314907,62650
314907,404543
314907,312189
314907,182440
314907,409366
314907,378142
314907,416232
314907,39541
314907,243804
371695,468441
371695,216171
371695,244295
371695,323104
371695,344615
371695,63055
371695,487259
371695,60941
371695,365537
371695,451641
1098481,289565
1098481,351613
1098481,103616
1098481,83666
1098481,469418
1098481,281303
1098481,220806
1098481,469994
1098481,231341
1098481,111969
12741,467712
12741,10806
12741,93712
12741,16845
12741,485662
12741,440795
12741,252589
12741,267563
12741,299869
12741,496815
305333,29006
305333,255429
305333,463108
305333,259268
305333,286520
305333,1231
305333,470673
305333,311750
305333,468573
305333,384732
28216,229614
28216,382087
28216,395595
28216,240120
28216,178082
28216,414383
28216,112774
28216,414544
28216,219556
28216,446055
20671,298039
20671,210963
20671,388243
20671,261475
20671,121728
20671,111600
20671,494628
20671,112211
20671,86820
20671,407550
320320,78441
320320,286895
320320,169195
320320,210717
320320,459201
320320,471373
320320,355571
320320,124980
320320,182036
320320,100573
86264,46640
86264,33646
86264,364154
86264,481381
86264,417416
86264,493652
86264,111065
86264,256210
86264,390445
86264,17690
220151,269553
220151,467561
220151,349159
220151,330131
220151,134723
220151,127640
220151,180881
220151,106830
220151,60627
220151,339405
316803,121052
316803,52068
316803,106129
316803,39251
316803,5759
316803,474876
316803,65970
316803,16188
316803,14526
316803,111115
70340,498944
70340,82695
70340,111323
70340,395197
70340,451547
70340,207748
70340,123436
70340,7551
70340,195455
70340,276197
223468,40091
223468,368646
223468,298519
223468,284867
223468,347044
223468,282959
223468,424339
223468,469215
223468,304920
223468,327677
59217,454420
59217,290926
59217,254133
59217,231544
59217,346870
59217,158831
59217,28635
59217,354169
59217,342831
59217,252814
276329,340034
276329,431258
276329,345287
276329,101458
276329,271029
276329,249234
276329,281336
276329,104233
276329,298429
276329,446319
236580,248751
236580,127931
236580,332345
236580,364282
236580,312055
236580,67884
236580,444962
236580,217020
236580,496551
236580,229117
130932,7699
130932,266658
130932,286932
130932,260768
130932,166536
130932,173838
130932,438842
130932,99410
130932,15774
130932,111509
139239,353412
139239,436129
139239,25455
139239,195641
139239,293322
139239,165409
139239,296496
139239,298130
139239,36185
139239,235491
206549,238395
206549,233277
206549,409211
206549,391115
206549,16723
206549,62856
206549,400590
206549,18522
206549,86675
206549,40173
234821,57833
234821,150277
234821,493477
234821,500537
234821,65129
234821,28537
234821,365253
234821,53177
234821,87146
234821,25705
93308,376718
93308,375478
93308,115136
93308,178592
93308,245374
93308,165551
93308,14398
93308,126062
93308,236851
93308,136562
174273,343287
174273,359291
174273,308211
174273,292545
174273,470689
174273,490466
174273,255018
174273,161559
174273,29756
174273,407545
278863,356800
278863,232165
278863,230816
278863,253032
278863,311412
278863,325274
278863,374583
278863,9705
278863,21304
278863,443871
199572,36348
199572,289628
199572,178118
199572,217872
199572,379900
199572,22971
199572,237004
199572,63497
199572,276449
199572,2737
285656,297222
285656,306631
285656,296491
285656,491395
285656,373710
285656,431357
285656,374985
285656,27880
285656,50611
285656,143485
31432,380790
31432,260544
31432,426678
31432,148381
31432,210522
31432,333453
31432,263196
31432,281192
31432,17295
31432,429830
347491,190717
347491,17775
347491,470083
347491,45473
347491,267319
347491,236696
347491,3391
347491,495110
347491,250712
347491,171823
207251,105151
207251,63186
207251,431722
207251,124467
207251,158845
207251,362821
207251,221796
207251,153329
207251,299937
207251,306687
54531,64453
54531,114589
54531,372181
54531,371823
54531,136575
54531,457901
54531,39842
54531,491366
54531,106529
54531,330554
56033,240196
56033,444104
56033,126453
56033,23128
56033,465212
56033,349552
56033,67875
56033,168093
56033,440913
56033,346585
300312,46042
300312,64156
300312,466727
300312,467022
300312,311924
300312,485508
300312,356584
300312,161907
300312,207052
300312,3564
107077,385411
107077,426493
107077,154195
107077,349417
107077,395904
107077,462243
107077,21682
107077,10013
107077,360144
107077,136571
160885,84516
160885,19176
160885,103460
160885,395029
160885,176664
160885,199621
160885,243321
160885,107293
160885,369183
160885,272455
209651,411777
209651,305556
209651,257863
209651,144656
209651,14606
209651,189592
209651,73550
209651,1153
209651,437644
209651,452855
1098355,386863
1098355,456755
1098355,165673
1098355,453709
1098355,92309
1098355,61595
1098355,465351
1098355,117143
1098355,292535
1098355,430993
143464,357237
143464,292557
143464,250845
143464,106061
143464,258417
143464,316851
143464,343932
143464,437768
143464,91907
143464,36565
1098354,25288
1098354,378064
1098354,180874
1098354,391829
1098354,206921
1098354,235738
1098354,92309
1098354,201259
1098354,44222
1098354,406777
183201,464116
183201,375313
183201,171921
183201,231916
183201,325883
183201,295416
183201,265843
183201,456168
183201,225943
183201,153307
1098338,51
1098338,271025
1098338,26463
1098338,86317
1098338,377402
1098338,227376
1098338,300626
1098338,108105
1098338,295793
1098338,41618
222158,37611
222158,291657
222158,48815
222158,193700
222158,108968
222158,313639
222158,447683
222158,270163
222158,274633
222158,448737
159667,169902
159667,52739
159667,388698
159667,55729
159667,131013
159667,420735
159667,156248
159667,59483
159667,164441
159667,48116
61180,302873
61180,218615
61180,141271
61180,97558
61180,28073
61180,218847
61180,395793
61180,283475
61180,480204
61180,36008
1098322,295821
1098322,464660
1098322,268947
1098322,488233
1098322,83246
1098322,97935
1098322,433410
1098322,334270
1098322,178309
1098322,386062
99183,433023
99183,277769
99183,267149
99183,80298
99183,164586
99183,176004
99183,73485
99183,271364
99183,498598
99183,125951
85954,204982
85954,12433
85954,478006
85954,487852
85954,303128
85954,260751
85954,458489
85954,224317
85954,81518
85954,440856
153794,304900
153794,80229
153794,343057
153794,367482
153794,463270
153794,172578
153794,382371
153794,351042
153794,481229
153794,447553
239189,15748
239189,310088
239189,436426
239189,348194
239189,17185
239189,178169
239189,347177
239189,114076
239189,348011
239189,368588
195693,330555
195693,172151
195693,369810
195693,7461
195693,105539
195693,262527
195693,135506
195693,414281
195693,278316
195693,212647
209764,183446
209764,26623
209764,145361
209764,134467
209764,211981
209764,252881
209764,205166
209764,402946
209764,82628
209764,191403
190307,458075
190307,496253
190307,450761
190307,59206
190307,335391
190307,85370
190307,225684
190307,429002
190307,123632
190307,22813
343976,278243
343976,214446
343976,135741
343976,122934
343976,134989
343976,105796
343976,482495
343976,197226
343976,348639
343976,163922
29169,118649
29169,439123
29169,171726
29169,50340
29169,179929
29169,340993
29169,10375
29169,100586
29169,395972
29169,441774
86701,464451
86701,17288
86701,332897
86701,59604
86701,346560
86701,180388
86701,105108
86701,50492
86701,402333
86701,237266
24115,343494
24115,163912
24115,458771
24115,268706
24115,183410
24115,170156
24115,157294
24115,329551
24115,190324
24115,66586
123975,327328
123975,155133
123975,206220
123975,236148
123975,370199
123975,306770
123975,381892
123975,336307
123975,303680
123975,476916
167436,141252
167436,160058
167436,25827
167436,180747
167436,443477
167436,491378
167436,415825
167436,461181
167436,389058
167436,314756
160339,197051
160339,344507
160339,454402
160339,46479
160339,306515
160339,230216
160339,354208
160339,283791
160339,191591
160339,404456
267644,379823
267644,33411
267644,59725
267644,195991
267644,167721
267644,476049
267644,138742
267644,76706
267644,30324
267644,434073
119534,124983
119534,47770
119534,404750
119534,262957
119534,420091
119534,234251
119534,369848
119534,267377
119534,283261
119534,335704
10276,108615
10276,62598
10276,488974
10276,473821
10276,299030
10276,103206
10276,249068
10276,299294
10276,14903
10276,303812
21765,332564
21765,107616
21765,284752
21765,314584
21765,464812
21765,112223
21765,477486
21765,54160
21765,161556
21765,180407
119975,297787
119975,213636
119975,268502
119975,303482
119975,185324
119975,459959
119975,16401
119975,372670
119975,218971
119975,154244
165807,11936
165807,121162
165807,13987
165807,248116
165807,81337
165807,198154
165807,377950
165807,279281
165807,95246
165807,385042
195582,209360
195582,36553
195582,290954
195582,330546
195582,102471
195582,497895
195582,378766
195582,330247
195582,229481
195582,150786
114037,177128
114037,26386
114037,51094
114037,102096
114037,320020
114037,247815
114037,412436
114037,104219
114037,438278
114037,354739
282397,165642
282397,85462
282397,236865
282397,91399
282397,234352
282397,13324
282397,326360
282397,9750
282397,492747
282397,293807
1102028,110622
1102028,238920
1102028,172074
1102028,290422
1102028,302288
1102028,197246
1102028,1338
1102028,114746
1102028,9762
1102028,357961
165480,395580
165480,148941
165480,14910
165480,128605
165480,95081
165480,278596
165480,68839
165480,358320
165480,87419
165480,231819
279718,33106
279718,187785
279718,196098
279718,191202
279718,201567
279718,379483
279718,323057
279718,329556
279718,495555
279718,359212
1098222,501497
1098222,259154
1098222,53805
1098222,26364
1098222,338098
1098222,295182
1098222,487272
1098222,70315
1098222,343245
1098222,493471
103125,455582
103125,102887
103125,436379
103125,429241
103125,324441
103125,227526
103125,335560
103125,237467
103125,57578
103125,377813
181144,92918
181144,251078
181144,439794
181144,451368
181144,329556
181144,420828
181144,454385
181144,365134
181144,233190
181144,225757
55691,444395
55691,118057
55691,420154
55691,296207
55691,119848
55691,156682
55691,293294
55691,80388
55691,37732
55691,448522
212236,498076
212236,175887
212236,153645
212236,404103
212236,440219
212236,154973
212236,457930
212236,26520
212236,497381
212236,422163
359499,275625
359499,471543
359499,294907
359499,488511
359499,73575
359499,238943
359499,426846
359499,20316
359499,348263
359499,472050
119168,28430
119168,182513
119168,443411
119168,163978
119168,3612
119168,260916
119168,477331
119168,31744
119168,309059
119168,353268
19457,484410
19457,118111
19457,86530
19457,64727
19457,373790
19457,260425
19457,500158
19457,331128
19457,267447
19457,354021
162351,323263
162351,112620
162351,448541
162351,271645
162351,381835
162351,465867
162351,64589
162351,278146
162351,410822
162351,19489
371204,396045
371204,482512
371204,454238
371204,485330
371204,283563
371204,491886
371204,233788
371204,451364
371204,394986
371204,237069
190212,295167
190212,316290
190212,220171
190212,196863
190212,25641
190212,220472
190212,46315
190212,599
190212,12980
190212,465043
183874,182455
183874,390483
183874,422805
183874,56423
183874,48238
183874,151322
183874,15025
183874,142371
183874,274926
183874,216469
357664,158779
357664,259595
357664,344597
357664,435539
357664,139983
357664,323473
357664,18887
357664,480592
357664,348951
357664,461988
259128,433365
259128,194823
259128,349803
259128,201078
259128,146656
259128,644
259128,385946
259128,121529
259128,246004
259128,63998
1098180,77184
1098180,251124
1098180,298094
1098180,174978
1098180,112844
1098180,175104
1098180,303080
1098180,451775
1098180,425106
1098180,327410
249792,354325
249792,17817
249792,431398
249792,314807
249792,344312
249792,347926
249792,220162
249792,327300
249792,339952
249792,40378
232703,117584
232703,198025
232703,205042
232703,203122
232703,239662
232703,437186
232703,193764
232703,373101
232703,7051
232703,451197
1098169,357806
1098169,246526
1098169,204564
1098169,344303
1098169,307698
1098169,207024
1098169,175513
1098169,119334
1098169,467752
1098169,354840
133037,247737
133037,338967
133037,112467
133037,433616
133037,500075
133037,312756
133037,25574
133037,291615
133037,311386
133037,475997
226461,302411
226461,233659
226461,44956
226461,10964
226461,143842
226461,254338
226461,26380
226461,397136
226461,93743
226461,434193
318073,109906
318073,253539
318073,81
318073,273608
318073,365855
318073,280539
318073,100573
318073,423972
318073,140043
318073,25100
277701,372207
277701,86317
277701,39622
277701,462253
277701,275582
277701,141271
277701,158831
277701,89745
277701,292822
277701,42804
183723,89659
183723,32153
183723,367401
183723,376793
183723,177041
183723,338529
183723,161403
183723,12890
183723,356835
183723,139734
228474,285690
228474,62026
228474,295433
228474,144098
228474,296913
228474,425666
228474,404269
228474,51104
228474,344758
228474,210393
62648,361002
62648,194045
62648,97984
62648,144999
62648,337214
62648,142811
62648,465525
62648,499179
62648,352101
62648,5524
72613,127957
72613,426275
72613,315059
72613,72539
72613,131157
72613,329632
72613,19716
72613,254572
72613,266869
72613,495850
53814,12940
53814,111423
53814,361035
53814,5753
53814,344399
53814,355740
53814,155783
53814,209048
53814,228907
53814,425892
17848,30304
17848,392851
17848,340584
17848,319826
17848,327634
17848,79277
17848,300894
17848,323570
17848,206743
17848,64925
139897,238723
139897,257719
139897,294800
139897,291663
139897,241253
139897,327251
139897,400101
139897,155203
139897,198882
139897,436390
328611,179422
328611,500347
328611,134608
328611,169128
328611,425312
328611,61623
328611,387941
328611,460746
328611,361913
328611,28743
154633,28377
154633,99220
154633,3704
154633,125027
154633,373984
154633,431876
154633,40795
154633,286466
154633,10519
154633,12950
259239,480397
259239,69954
259239,298044
259239,133350
259239,444952
259239,484018
259239,418803
259239,43688
259239,128525
259239,276371
137411,27234
137411,314026
137411,88413
137411,193698
137411,385871
137411,380931
137411,137798
137411,152359
137411,218129
137411,425805
22882,204084
22882,231115
22882,414680
22882,287477
22882,395684
22882,323514
22882,265450
22882,451099
22882,491327
22882,193280
309402,144507
309402,397507
309402,45370
309402,186824
309402,389875
309402,314599
309402,85660
309402,283445
309402,102124
309402,368721
114638,292178
114638,107026
114638,177446
114638,345685
114638,167938
114638,472011
114638,413852
114638,61405
114638,192486
114638,393668
324645,268364
324645,170624
324645,177486
324645,318145
324645,233393
324645,57911
324645,325228
324645,140
324645,45689
324645,464179
280927,455567
280927,172138
280927,370831
280927,222845
280927,240982
280927,263131
280927,409773
280927,60644
280927,741
280927,41925
311067,387082
311067,306374
311067,489279
311067,294595
311067,33607
311067,488775
311067,489185
311067,129645
311067,245055
311067,65858
1098111,369635
1098111,130689
1098111,81486
1098111,36323
1098111,182698
1098111,139588
1098111,176183
1098111,52274
1098111,346993
1098111,311599
118702,301779
118702,205632
118702,271911
118702,161400
118702,317974
118702,176232
118702,229073
118702,451712
118702,357565
118702,463790
1098110,115194
1098110,117693
1098110,292044
1098110,461345
1098110,271403
1098110,3969
1098110,5328
1098110,400227
1098110,457727
1098110,192188
76770,194520
76770,192119
76770,444652
76770,257604
76770,381847
76770,12990
76770,379271
76770,137916
76770,340817
76770,451553
201366,226815
201366,471589
201366,480316
201366,92755
201366,421962
201366,61436
201366,173826
201366,237121
201366,94133
201366,408399
195440,156925
195440,355403
195440,374934
195440,269387
195440,436651
195440,287784
195440,331992
195440,307149
195440,333765
195440,234296
1098102,146519
1098102,118344
1098102,202577
1098102,339664
1098102,354639
1098102,60329
1098102,460998
1098102,130397
1098102,2202
1098102,339610
142411,5006
142411,304885
142411,281981
142411,371400
142411,185116
142411,76135
142411,406406
142411,11875
142411,390243
142411,146184
234165,303529
234165,445269
234165,89458
234165,198835
234165,67822
234165,321680
234165,80183
234165,218547
234165,8109
234165,270216
1098090,59376
1098090,187628
1098090,303455
1098090,36496
1098090,111461
1098090,25614
1098090,98195
1098090,160952
1098090,457005
1098090,187934
337073,23135
337073,26698
337073,311055
337073,272746
337073,208130
337073,45454
337073,501566
337073,218033
337073,490223
337073,232475
167156,220003
167156,426348
167156,253458
167156,438255
167156,248076
167156,411239
167156,233299
167156,49692
167156,253559
167156,265584
18101,350748
18101,238002
18101,198601
18101,116294
18101,424835
18101,47282
18101,137195
18101,125443
18101,41247
18101,136903
75342,13010
75342,3183
75342,35858
75342,352796
75342,133548
75342,57086
75342,82807
75342,69834
75342,431754
75342,348673
267012,288756
267012,258759
267012,243217
267012,70845
267012,100822
267012,445066
267012,26661
267012,437199
267012,265957
267012,411777
193742,458291
193742,12005
193742,415864
193742,105818
193742,71993
193742,361239
193742,72681
193742,284248
193742,298666
193742,369877
36473,8251
36473,285601
36473,151333
36473,325180
36473,233409
36473,280477
36473,150596
36473,418477
36473,203788
36473,159749
15039,438228
15039,406972
15039,56489
15039,179356
15039,235047
15039,55165
15039,91913
15039,465124
15039,197235
15039,169605
264410,115296
264410,302152
264410,279012
264410,312719
264410,304518
264410,330104
264410,248642
264410,486713
264410,411553
264410,403112
161224,266440
161224,231065
161224,307988
161224,422933
161224,90045
161224,258628
161224,123186
161224,115468
161224,83840
161224,388587
286160,71355
286160,135684
286160,156327
286160,288941
286160,186685
286160,129172
286160,221430
286160,426335
286160,51310
286160,148442
132359,285187
132359,299668
132359,369602
132359,225799
132359,232499
132359,455750
132359,391739
132359,471068
132359,203333
132359,465137
191632,390712
191632,103532
191632,199362
191632,133751
191632,155100
191632,154969
191632,501419
191632,443767
191632,492846
191632,188809
1098057,5347
1098057,448093
1098057,287754
1098057,265175
1098057,223223
1098057,135492
1098057,384751
1098057,156694
1098057,66373
1098057,270748
170788,461657
170788,406204
170788,435196
170788,281842
170788,278440
170788,397748
170788,273051
170788,499057
170788,284801
170788,291996
1098048,347282
1098048,37097
1098048,335807
1098048,446189
1098048,20007
1098048,50212
1098048,213413
1098048,59382
1098048,207140
1098048,378836
136700,484862
136700,193643
136700,214776
136700,452250
136700,328148
136700,329896
136700,308862
136700,14429
136700,178878
136700,453375
242713,180874
242713,114714
242713,25288
242713,209711
242713,113731
242713,381835
242713,33552
242713,261724
242713,315297
242713,350388
186390,149336
186390,204779
186390,262745
186390,444962
186390,346074
186390,177377
186390,425386
186390,411176
186390,344704
186390,127902
1102390,353891
1102390,271744
1102390,466570
1102390,350344
1102390,243275
1102390,433440
1102390,459552
1102390,91649
1102390,132145
1102390,434230
324159,243101
324159,419911
324159,70731
324159,29475
324159,197485
324159,47713
324159,218077
324159,362855
324159,230837
324159,394328
196111,366505
196111,444253
196111,447546
196111,473601
196111,246273
196111,388115
196111,424801
196111,467150
196111,317585
196111,28053
78730,340818
78730,356217
78730,311145
78730,414508
78730,385737
78730,7635
78730,292957
78730,130086
78730,138961
78730,414465
40056,407594
40056,450779
40056,72984
40056,96267
40056,360598
40056,37890
40056,95740
40056,475529
40056,19411
40056,166301
9454,301902
9454,229295
9454,316018
9454,147576
9454,225094
9454,168975
9454,181024
9454,47864
9454,323919
9454,292632
295406,82112
295406,188366
295406,109045
295406,246677
295406,71219
295406,236407
295406,286964
295406,466036
295406,35838
295406,30516
184436,217264
184436,250440
184436,27670
184436,354021
184436,235994
184436,463516
184436,63468
184436,99081
184436,261260
184436,416336
78076,455327
78076,274695
78076,358940
78076,236576
78076,366597
78076,400745
78076,254229
78076,360303
78076,214679
78076,317983
265729,142986
265729,160951
265729,231919
265729,427655
265729,84865
265729,393655
265729,40044
265729,94026
265729,77321
265729,175816
212195,190733
212195,268601
212195,131962
212195,186939
212195,361057
212195,168477
212195,9435
212195,417672
212195,500578
212195,311426
152519,497636
152519,301278
152519,427833
152519,486886
152519,442711
152519,354402
152519,216833
152519,85970
152519,332588
152519,6499
126491,133718
126491,171756
126491,110114
126491,33708
126491,241575
126491,411660
126491,387955
126491,363911
126491,459570
126491,391971
57402,346235
57402,52755
57402,55195
57402,33942
57402,297269
57402,236691
57402,323172
57402,26182
57402,473560
57402,465938
139929,446731
139929,200387
139929,398164
139929,26486
139929,363099
139929,280331
139929,472737
139929,429399
139929,427370
139929,274887
131873,405112
131873,219726
131873,352717
131873,61140
131873,88293
131873,316870
131873,188026
131873,470030
131873,90761
131873,70562
185276,24174
185276,246146
185276,259344
185276,55757
185276,177534
185276,389014
185276,290208
185276,387548
185276,49443
185276,118494
27932,92276
27932,13307
27932,6751
27932,235640
27932,143316
27932,146337
27932,319561
27932,382087
27932,395595
27932,414544
160787,156207
160787,236726
160787,321377
160787,421171
160787,458493
160787,495168
160787,383923
160787,348420
160787,399194
160787,59100
323154,281878
323154,232693
323154,105772
323154,354952
323154,299566
323154,358190
323154,436357
323154,435856
323154,144020
323154,40255
377805,38961
377805,414070
377805,78851
377805,121873
377805,409770
377805,464383
377805,372044
377805,241058
377805,480076
377805,480332
1098013,295349
1098013,137647
1098013,474635
1098013,349567
1098013,367129
1098013,263388
1098013,75944
1098013,256066
1098013,235784
1098013,407796
57882,433680
57882,133947
57882,276605
57882,289159
57882,133940
57882,42995
57882,249853
57882,165917
57882,244498
57882,332709
1098010,264182
1098010,49229
1098010,471846
1098010,41406
1098010,133086
1098010,238269
1098010,229108
1098010,175249
1098010,460961
1098010,459725
334904,317052
334904,123795
334904,104096
334904,205998
334904,242853
334904,327237
334904,340509
334904,240891
334904,474007
334904,321751
20356,36039
20356,84161
20356,116526
20356,80942
20356,382937
20356,56344
20356,208940
20356,350518
20356,373436
20356,294021
303777,443704
303777,143492
303777,222555
303777,369474
303777,385094
303777,488128
303777,376612
303777,291773
303777,360037
303777,257202
367290,52446
367290,65311
367290,445514
367290,337388
367290,50698
367290,365636
367290,44938
367290,77061
367290,27641
367290,219768
284072,134230
284072,146309
284072,474726
284072,107182
284072,53289
284072,154064
284072,325596
284072,234308
284072,425810
284072,412187
1097999,399552
1097999,268276
1097999,230458
1097999,404252
1097999,386157
1097999,405751
1097999,52739
1097999,374448
1097999,31729
1097999,203078
236949,175270
236949,290883
236949,487174
236949,449383
236949,104543
236949,432249
236949,210326
236949,464717
236949,84953
236949,495337
288884,54451
288884,179592
288884,430907
288884,166961
288884,294059
288884,465978
288884,501556
288884,361168
288884,187147
288884,97006
58801,362795
58801,90406
58801,467516
58801,108243
58801,401824
58801,307041
58801,424902
58801,469809
58801,102564
58801,147725
200296,67238
200296,414412
200296,218515
200296,178127
200296,183902
200296,196764
200296,456414
200296,440967
200296,440460
200296,26135
142039,222861
142039,223769
142039,59202
142039,118802
142039,332699
142039,447677
142039,487436
142039,224106
142039,339986
142039,256307
260762,415192
260762,277696
260762,171715
260762,236892
260762,7965
260762,466368
260762,330793
260762,364123
260762,288976
260762,159523
253965,174876
253965,407914
253965,413423
253965,279012
253965,32147
253965,61656
253965,486713
253965,11821
253965,467078
253965,1697
46579,235758
46579,354772
46579,322816
46579,45800
46579,4827
46579,473319
46579,311204
46579,95319
46579,264262
46579,62203
85904,45455
85904,37299
85904,252382
85904,338508
85904,104763
85904,261003
85904,150212
85904,489721
85904,361134
85904,400063
92260,472157
92260,462917
92260,344619
92260,450103
92260,129562
92260,424893
92260,205904
92260,411101
92260,370107
92260,3319
167566,489693
167566,335165
167566,173679
167566,155769
167566,161243
167566,402654
167566,102266
167566,167477
167566,489199
167566,25683
146244,123362
146244,55595
146244,67907
146244,282065
146244,180523
146244,285724
146244,309228
146244,235017
146244,369076
146244,121978
338040,378535
338040,219104
338040,460163
338040,122614
338040,5579
338040,17793
338040,2325
338040,463008
338040,18695
338040,332393
123710,226678
123710,187160
123710,162138
123710,32486
123710,397942
123710,327513
123710,364384
123710,407039
123710,276244
123710,185792
306105,121170
306105,56716
306105,288154
306105,394354
306105,93622
306105,82435
306105,20252
306105,30606
306105,353566
306105,132570
299094,305941
299094,345599
299094,450242
299094,264500
299094,113962
299094,296093
299094,83224
299094,270904
299094,62665
299094,195946
178468,324888
178468,90745
178468,331458
178468,297423
178468,269625
178468,397655
178468,159329
178468,38273
178468,12323
178468,292828
337209,166332
337209,482851
337209,281054
337209,128871
337209,336033
337209,375672
337209,241960
337209,33560
337209,482491
337209,269795
1097939,329176
1097939,124203
1097939,353812
1097939,140640
1097939,34745
1097939,321092
1097939,481901
1097939,222979
1097939,403734
1097939,195461
74759,55693
74759,447514
